Date,ASIANPAINT,HDFCBANK,ITC,RELIANCE,TCS
2019-12-12,1716.4541015625,1243.6942138671875,202.7357635498047,1538.06982421875,1896.372314453125
2019-12-13,1709.8846435546875,1243.9403076171875,205.32785034179688,1552.4874267578125,1943.619384765625
2019-12-16,1697.6287841796875,1237.542724609375,201.33349609375,1536.500732421875,1995.6995849609375
2019-12-17,1711.306396484375,1251.0760498046875,204.8604278564453,1532.675537109375,2031.54541015625
2019-12-18,1743.7109375,1271.9913330078125,208.34487915039062,1545.5728759765625,2034.1734619140625
2019-12-19,1767.87939453125,1268.4971923828125,207.66497802734375,1579.017822265625,2091.696044921875
2019-12-20,1764.1046142578125,1276.2728271484375,204.94540405273438,1568.376220703125,2085.9248046875
2019-12-23,1772.242431640625,1281.883056640625,203.033203125,1541.2083740234375,2094.1826171875
2019-12-24,1768.2227783203125,1268.841796875,202.90574645996094,1516.73779296875,2079.0751953125
2019-12-26,1774.2525634765625,1250.436279296875,201.24850463867188,1486.2843017578125,2066.26611328125
2019-12-27,1776.850830078125,1254.9146728515625,201.33349609375,1512.716552734375,2063.028564453125
2019-12-30,1767.09521484375,1261.9520263671875,202.4383087158203,1514.531005859375,2048.6708984375
2019-12-31,1750.0838623046875,1252.060302734375,202.0133819580078,1484.9603271484375,2028.4959716796875
2020-01-01,1758.1727294921875,1258.4580078125,202.35333251953125,1480.595947265625,2034.032470703125
2020-01-02,1755.6727294921875,1266.4796142578125,203.84060668945312,1505.8021240234375,2024.6949462890625
2020-01-03,1717.189453125,1248.418701171875,202.69326782226562,1507.6165771484375,2065.04541015625
2020-01-06,1673.8037109375,1221.4010009765625,199.80374145507812,1472.6513671875,2064.8583984375
2020-01-07,1690.716796875,1240.741455078125,200.01620483398438,1495.3076171875,2069.92578125
2020-01-08,1695.031005859375,1237.4935302734375,199.03883361816406,1484.07763671875,2116.28125
2020-01-09,1737.92626953125,1251.3714599609375,200.3986358642578,1518.2579345703125,2077.90185546875
2020-01-10,1757.535400390625,1262.4932861328125,202.2683563232422,1517.9146728515625,2077.151123046875
2020-01-13,1769.6444091796875,1265.7413330078125,203.33067321777344,1514.0406494140625,2055.380615234375
2020-01-14,1783.6160888671875,1269.186279296875,206.7301483154297,1500.015380859375,2070.91064453125
2020-01-15,1806.2646484375,1264.0189208984375,206.00775146484375,1494.572021484375,2089.67822265625
2020-01-16,1799.303466796875,1267.3653564453125,204.60548400878906,1508.3519287109375,2100.845703125
2020-01-17,1794.302978515625,1258.0150146484375,203.92556762695312,1550.6240234375,2082.359375
2020-01-20,1812.6376953125,1235.13134765625,205.5828094482422,1502.9088134765625,2036.6131591796875
2020-01-21,1775.3802490234375,1224.74755859375,202.6507568359375,1504.4290771484375,2037.269775390625
2020-01-22,1744.495361328125,1221.3026123046875,202.31082153320312,1503.8895263671875,2070.91064453125
2020-01-23,1741.40673828125,1225.2396240234375,202.183349609375,1497.5145263671875,2060.612060546875
2020-01-24,1751.89794921875,1224.9444580078125,202.39581298828125,1492.3162841796875,2053.51171875
2020-01-27,1753.4176025390625,1194.088134765625,199.37879943847656,1477.6044921875,2040.2037353515625
2020-01-28,1744.348388671875,1203.9305419921875,196.10679626464844,1443.47314453125,2053.84033203125
2020-01-29,1761.849609375,1216.38134765625,201.1210174560547,1451.4173583984375,2026.4248046875
2020-01-30,1769.7425537109375,1206.73583984375,198.91136169433594,1416.0111083984375,2010.671142578125
2020-01-31,1760.5751953125,1206.98193359375,199.84622192382812,1384.5277099609375,1955.369140625
2020-02-03,1831.16845703125,1174.009521484375,176.43240356445312,1358.880126953125,1977.4239501953125
2020-02-04,1854.3568115234375,1210.4267578125,183.27381896972656,1398.9942626953125,1982.3619384765625
2020-02-05,1836.9044189453125,1225.042724609375,183.95372009277344,1420.669677734375,2018.8533935546875
2020-02-06,1820.53076171875,1220.2691650390625,181.48910522460938,1429.791259765625,2001.7366943359375
2020-02-07,1822.393310546875,1222.63134765625,181.3616180419922,1406.1051025390625,2009.4486083984375
2020-02-10,1832.9822998046875,1220.7613525390625,178.9394989013672,1408.017578125,2033.3375244140625
2020-02-11,1841.41455078125,1221.0565185546875,180.68173217773438,1424.838134765625,2025.295654296875
2020-02-12,1856.7098388671875,1229.32421875,181.0641632080078,1442.0509033203125,2041.6136474609375
2020-02-13,1837.443603515625,1221.843994140625,180.08682250976562,1445.826904296875,2061.552978515625
2020-02-14,1840.385009765625,1200.1412353515625,176.51736450195312,1459.0185546875,2054.263916015625
2020-02-17,1844.64990234375,1197.97607421875,174.05276489257812,1449.84814453125,2072.1806640625
2020-02-18,1827.246826171875,1194.137451171875,173.24539184570312,1439.2066650390625,2083.936767578125
2020-02-19,1848.081787109375,1207.8675537109375,175.66751098632812,1474.9073486328125,2065.691162109375
2020-02-20,1806.2646484375,1197.9267578125,176.30491638183594,1457.4002685546875,2028.494384765625
2020-02-24,1783.4197998046875,1190.889404296875,172.5229949951172,1417.1881103515625,1989.509521484375
2020-02-25,1790.43017578125,1181.3914794921875,171.50315856933594,1389.1865234375,2027.8822021484375
2020-02-26,1790.969482421875,1180.3580322265625,168.78359985351562,1365.255126953125,1997.26904296875
2020-02-27,1807.78466796875,1180.5548095703125,167.8912353515625,1359.61572265625,1980.2457275390625
2020-02-28,1762.830078125,1159.0982666015625,167.8912353515625,1303.1224365234375,1881.162841796875
2020-03-02,1751.89794921875,1161.0174560546875,165.97901916503906,1290.8626708984375,1882.244384765625
2020-03-03,1772.4720458984375,1163.1829833984375,164.74671936035156,1317.0496826171875,1915.0679931640625
2020-03-04,1819.1326904296875,1130.751953125,159.35006713867188,1313.9600830078125,1959.27197265625
2020-03-05,1845.219482421875,1133.2125244140625,159.81748962402344,1285.9586181640625,1998.6328125
2020-03-06,1848.172607421875,1117.0216064453125,154.4633331298828,1246.580078125,1990.5440673828125
2020-03-09,1838.033447265625,1089.8565673828125,150.59642028808594,1092.74365234375,1855.016357421875
2020-03-11,1853.488525390625,1096.2540283203125,149.27914428710938,1131.38671875,1837.475830078125
2020-03-12,1814.6044921875,1005.2112426757812,132.40928649902344,1042.576416015625,1664.5631103515625
2020-03-13,1769.666259765625,1052.947265625,137.8909149169922,1084.063720703125,1698.8446044921875
2020-03-16,1657.14892578125,983.7546997070312,125.14290618896484,996.1851806640625,1595.4825439453125
2020-03-17,1704.59716796875,959.7390747070312,126.75765228271484,988.6331176757812,1559.3671875
2020-03-18,1592.9654541015625,863.0860595703125,128.074951171875,949.8920288085938,1555.9810791015625
2020-03-19,1576.2305908203125,881.4421997070312,137.5509796142578,900.068115234375,1550.249267578125
2020-03-20,1715.7701416015625,868.9422607421875,149.1516571044922,998.3920288085938,1702.87255859375
2020-03-23,1475.0828857421875,759.3955688476562,131.1344757080078,867.0645751953125,1581.8446044921875
2020-03-24,1501.0712890625,755.6062622070312,127.22509002685547,925.2743530273438,1613.5345458984375
2020-03-25,1568.3062744140625,843.2534790039062,125.22792053222656,1061.45654296875,1658.2037353515625
2020-03-26,1591.7349853515625,886.9047241210938,132.91921997070312,1045.71484375,1696.71484375
2020-03-27,1579.1346435546875,890.2020263671875,138.69830322265625,1045.12646484375,1728.4996337890625
2020-03-30,1570.078125,818.5488891601562,135.298828125,1010.65185546875,1684.919921875
2020-03-31,1640.51220703125,848.3223266601562,145.9221649169922,1092.351318359375,1730.015625
2020-04-01,1578.1993408203125,816.5803833007812,141.41786193847656,1059.6910400390625,1618.8399658203125
2020-04-03,1497.182861328125,801.0292358398438,151.1913299560547,1056.7486572265625,1567.16015625
2020-04-07,1598.4783935546875,881.9835205078125,154.29335021972656,1182.9271240234375,1681.79345703125
2020-04-08,1583.8597412109375,874.8970336914062,151.82875061035156,1169.2449951171875,1615.713623046875
2020-04-09,1625.5986328125,910.4774780273438,157.43785095214844,1196.5107421875,1673.2196044921875
2020-04-13,1654.638427734375,881.2453002929688,154.33584594726562,1166.302734375,1666.6827392578125
2020-04-15,1691.4061279296875,849.7002563476562,160.9223175048828,1127.7576904296875,1643.850830078125
2020-04-16,1715.9176025390625,865.89111328125,158.37271118164062,1145.608154296875,1625.7559814453125
2020-04-17,1728.8626708984375,895.9598388671875,159.8599853515625,1200.483154296875,1711.162353515625
2020-04-20,1703.4649658203125,929.9655151367188,153.57095336914062,1219.9027099609375,1722.957275390625
2020-04-21,1699.0845947265625,907.1310424804688,152.63612365722656,1213.57666015625,1646.2193603515625
2020-04-22,1784.727783203125,913.9715576171875,154.88824462890625,1337.40087890625,1676.393310546875
2020-04-23,1793.242919921875,939.906494140625,153.44349670410156,1344.5606689453125,1779.42138671875
2020-04-24,1799.0509033203125,923.2726440429688,153.01856994628906,1389.77490234375,1722.8626708984375
2020-04-27,1822.4796142578125,915.0542602539062,152.84857177734375,1402.2801513671875,1739.962890625
2020-04-28,1795.949951171875,916.7274780273438,152.50860595703125,1400.710693359375,1761.2318115234375
2020-04-29,1739.9373779296875,961.70751953125,154.8032684326172,1399.53369140625,1805.3798828125
2020-04-30,1731.2745361328125,986.0183715820312,154.7183074951172,1437.8336181640625,1908.454833984375
2020-05-04,1650.6517333984375,908.4597778320312,147.9193572998047,1407.6253662109375,1828.874755859375
2020-05-05,1593.9007568359375,897.091796875,147.79183959960938,1432.586181640625,1831.0537109375
2020-05-06,1585.5333251953125,931.4912109375,139.29319763183594,1432.684326171875,1803.4375
2020-05-07,1569.4383544921875,910.4282836914062,136.82858276367188,1477.9967041015625,1792.1163330078125
2020-05-08,1553.7862548828125,914.4144897460938,134.491455078125,1531.79296875,1793.774169921875
2020-05-11,1545.123291015625,901.3731689453125,134.6614227294922,1546.5047607421875,1833.469482421875
2020-05-12,1499.5947265625,887.3477172851562,140.2705535888672,1450.8289794921875,1846.9224853515625
2020-05-13,1538.9217529296875,913.0365600585938,140.5679931640625,1481.61083984375,1847.0643310546875
2020-05-14,1498.6595458984375,879.6213989257812,139.20823669433594,1421.710693359375,1802.2532958984375
2020-05-15,1528.7330322265625,874.1588134765625,139.93060302734375,1444.9283447265625,1793.3006591796875
2020-05-18,1477.69140625,823.4700927734375,140.01559448242188,1426.4630126953125,1843.2274169921875
2020-05-19,1480.4970703125,817.5645751953125,145.1147918701172,1394.928955078125,1846.1170654296875
2020-05-20,1476.6578369140625,843.597900390625,149.3641357421875,1419.4830322265625,1850.8067626953125
2020-05-21,1549.7501220703125,846.0093383789062,160.5823516845703,1426.9581298828125,1886.4281005859375
2020-05-22,1592.6702880859375,825.6353759765625,158.37271118164062,1417.3543701171875,1914.0443115234375
2020-05-26,1604.433837890625,838.9719848632812,162.91949462890625,1409.9288330078125,1840.764404296875
2020-05-27,1594.196044921875,889.4146118164062,163.3019256591797,1431.215576171875,1899.7864990234375
2020-05-28,1617.9693603515625,930.3592529296875,162.02713012695312,1457.6507568359375,1898.8388671875
2020-05-29,1656.8536376953125,936.658447265625,167.72125244140625,1449.878662109375,1868.570068359375
2020-06-01,1666.84521484375,972.09130859375,170.44085693359375,1505.273681640625,1937.6341552734375
2020-06-02,1682.6448974609375,985.2310180664062,167.6362762451172,1520.471435546875,1939.4344482421875
2020-06-03,1689.781982421875,1006.1463012695312,167.16885375976562,1526.3626708984375,1944.18505859375
2020-06-04,1608.27294921875,985.9199829101562,170.10089111328125,1564.13427734375,1987.322509765625
2020-06-05,1612.998291015625,1017.0713500976562,169.97340393066406,1566.015380859375,1946.1805419921875
2020-06-08,1608.765380859375,999.8963623046875,167.97621154785156,1553.9364013671875,1968.50927734375
2020-06-09,1616.443603515625,971.746826171875,168.69859313964844,1521.9072265625,1968.79443359375
2020-06-10,1610.438720703125,976.2251586914062,169.16604614257812,1556.5601806640625,2003.66552734375
2020-06-11,1585.484130859375,953.3413696289062,165.08665466308594,1522.45166015625,1964.613525390625
2020-06-12,1611.81689453125,967.2684936523438,164.78919982910156,1573.0450439453125,1937.8665771484375
2020-06-15,1592.9654541015625,934.8867797851562,159.09510803222656,1598.5396728515625,1928.74462890625
2020-06-16,1596.4111328125,974.7980346679688,157.2253875732422,1601.6583251953125,1943.8525390625
2020-06-17,1570.5211181640625,963.8236694335938,153.9958953857422,1599.331787109375,1945.7529296875
2020-06-18,1572.883544921875,1003.8825073242188,158.58517456054688,1639.479736328125,1936.5361328125
2020-06-19,1597.198486328125,1017.0713500976562,156.4180145263672,1741.953369140625,1942.7122802734375
2020-06-22,1626.385986328125,1012.5438842773438,157.2253875732422,1728.834716796875,1926.8922119140625
2020-06-23,1657.64111328125,1025.88037109375,157.94776916503906,1703.8350830078125,1933.875732421875
2020-06-24,1720.0032958984375,1016.2347412109375,163.04698181152344,1710.716064453125,1940.4317626953125
2020-06-25,1662.661376953125,1012.5438842773438,171.7581329345703,1700.8648681640625,1915.6324462890625
2020-06-26,1660.446533203125,1039.8074951171875,165.89405822753906,1724.3792724609375,2013.2620849609375
2020-06-29,1665.5654296875,1059.0987548828125,167.6362762451172,1706.062744140625,1996.9190673828125
2020-06-30,1661.1356201171875,1049.0594482421875,165.4265899658203,1687.2015380859375,1978.3909912109375
2020-07-01,1661.6771240234375,1067.5140380859375,172.4380340576172,1720.3695068359375,1987.7978515625
2020-07-02,1660.1512451171875,1072.238525390625,174.94512939453125,1749.4381103515625,2049.653076171875
2020-07-03,1669.2078857421875,1057.03173828125,176.38990783691406,1776.8173828125,2090.03564453125
